conflicted,experiment,gold_hops,id,native_original_prefixes,ordinal,original_request_sha256,question_id,r,run,step,trajectory_length,native_n,margin,likelihood,replica_margin_difference,input_tokens,answer_n,official_score,exact_match,f1,fallback_n,complete,mask,order,condition,introduced_hops,parent_state,preview_slots,action,previous_margin,previous_r,previous_action,delta_margin,delta_r,normalized_progress,package_changed,support_gain,sufficiency_rise
False,state_answers,3,state-r1-q022-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-004/qwen-r2/native-s.request.json']",22,b3c282a06c1f21bc0e70a3ac8025eb1fd814145c1eb33321ba7b8877cc55084f,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,1,4,9,2,-0.5,0.3775406687981454,0.0,9624.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",1.6250000149011612,0.3333333333333333,"[""search""]",-2.125000014901161,0.0,0.375,False,False,False
False,state_answers,3,state-r1-q022-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-005/qwen-r2/native-s.request.json']",22,84549718106143343309f32a306f13d9055cc12fd18398c3ef25da963193fb2d,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,1,5,9,2,-2.125000074505806,0.1066905868446735,0.0,9807.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""search""]",-0.5,0.3333333333333333,"[""search""]",-1.625000074505806,0.0,0.5,False,False,False
False,state_answers,3,state-r1-q022-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-006/qwen-r2/native-s.request.json']",22,e92cc1271d46b7d379999566d2279592fae9d0f2c16462a9900f3397247d12f0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,1,6,9,2,-1.999999962747097,0.1192029259334334,1.043081283569336e-07,9841.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""read""]",-2.125000074505806,0.3333333333333333,"[""search""]",0.12500011175870895,0.0,0.625,False,False,True
False,state_answers,3,state-r1-q022-t007,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-007/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-007/qwen-r2/native-s.request.json']",22,f7f68dc6d1b8a803f7e6dffc228fb0c99f2302bd2b911d66803fda76b2f7f624,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.6666666666666666,1,7,9,2,1.1875,0.7662936430859597,0.1250000596046447,20695.0,5,0.0,0.0,0.0,4.0,True,,,,,,,"[""search""]",-1.999999962747097,0.3333333333333333,"[""read""]",3.187499962747097,0.3333333333333333,0.75,True,True,True
False,state_answers,3,state-r1-q022-t008,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-008/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-008/qwen-r2/native-s.request.json']",22,3f74b559b31038a24705e191fc15f17d93ffeb9c5851b8d3d5f8ac4e2bc4d2b0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.6666666666666666,1,8,9,2,2.8750001154839993,0.9465966760380548,0.0,10777.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""read""]",1.1875,0.6666666666666666,"[""search""]",1.6875001154839993,0.0,0.875,False,False,True
False,state_answers,3,state-r1-q022-t009,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-009/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/38a61820a8bc/step-009/qwen-r2/native-s.request.json']",22,9dd9c116cec26afe974e0f7947c7fed11ca10cb8f9c77e6b9a09b3cb95b0d795,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.6666666666666666,1,9,9,2,9.624999644685886,0.9999339478316775,0.0,15943.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""finish""]",2.8750001154839993,0.6666666666666666,"[""read""]",6.749999529201887,0.0,1.0,True,False,True
False,state_answers,3,state-r2-q022-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/38a61820a8bc/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/38a61820a8bc/step-002/qwen-r2/native-s.request.json']",22,201f45401f944b41616d3407587221dfb7cb586ff5e7d4238cdf3d3ad1cb0cac,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.0,2,2,3,2,2.000000089406967,0.8807970873650403,0.0,9026.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.624999992549419,0.0,"[""search""]",6.625000081956387,0.0,0.5,False,False,True
False,state_answers,3,state-r2-q022-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/38a61820a8bc/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/38a61820a8bc/step-003/qwen-r2/native-s.request.json']",22,eecf934f6175374a560ee2b8f4cc9cf10a2b9404455eb5669d71648058fd73df,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,2,3,3,2,4.937499874504283,0.9928785703669204,-0.1249998989515006,24613.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""finish""]",2.000000089406967,0.0,"[""read""]",2.937499785097316,0.3333333333333333,1.0,True,True,True
False,state_answers,3,state-r3-q022-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-002/qwen-r2/native-s.request.json']",22,b80ae49d4280010848261398b96de6a35d796298c7208547cd7cebb6e446cbde,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.0,3,2,5,2,2.9374999571591616,0.9496693653548398,-0.1250001080334186,8984.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.6875000153668225,0.0,"[""search""]",7.624999972525984,0.0,0.25,False,False,True
False,state_answers,3,state-r3-q022-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-003/qwen-r2/native-s.request.json']",22,beebe8aebdc8bc689e8f287dc69929c69a48ce24cb30b8b251340f48d466dcd9,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,3,3,5,2,1.2499999776482582,0.7772998573054977,-0.2499999552965164,19710.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",2.9374999571591616,0.0,"[""read""]",-1.6874999795109034,0.3333333333333333,0.5,True,True,False
False,state_answers,3,state-r3-q022-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-004/qwen-r2/native-s.request.json']",22,176710b97407cbc4f13afda54569db042f40dce1f364a70bac4e7b92b0617d8a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,3,4,5,2,2.374999936670065,0.9149009500622884,-2.2351741790771484e-08,9586.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",1.2499999776482582,0.3333333333333333,"[""search""]",1.1249999590218067,0.0,0.75,False,False,True
False,state_answers,3,state-r3-q022-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/38a61820a8bc/step-005/qwen-r2/native-s.request.json']",22,685e782a2c39ae2e002e78ce536e0096b43d91fa52f36de0fc55a50ae7fad40c,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,3,5,5,2,7.125000086874934,0.9991959141341696,-2.385932020843029e-07,20107.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""finish""]",2.374999936670065,0.3333333333333333,"[""read""]",4.750000150204869,0.0,1.0,True,False,True
False,state_answers,2,state-r1-q023-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r2/native-s.request.json']",23,a3d4fb2b90648e85cf6c5bc29f8d2bb9d8f0a3e2179ac1064ededb7868eb6e08,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.0,1,2,5,2,0.125,0.5312093733737563,0.0,9253.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.374999818392098,0.0,"[""search""]",4.499999818392098,0.0,0.25,False,False,True
False,state_answers,2,state-r1-q023-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r2/native-s.request.json']",23,9ab286d68b7be6694df146df0d5e9f26b1e742a63921ee90113b77499e00936d,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,1,3,5,2,1.25,0.7772998611746911,0.0,14332.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",0.125,0.0,"[""read""]",1.125,0.5,0.5,True,True,True
False,state_answers,2,state-r1-q023-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r2/native-s.request.json']",23,6ef7cd257ab05a47a934a45a3ef0981141bc7f681fdd88967e9e906e6226e189,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,1,4,5,2,3.2499999571591616,0.9626731111164454,-1.30385160446167e-07,9340.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",1.25,0.5,"[""search""]",1.9999999571591616,0.0,0.75,False,False,True
False,state_answers,2,state-r1-q023-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r2/native-s.request.json']",23,cbc269c9a49119b34e62f1320e9a379ae4479620c8950315f23d895046e4b458,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1.0,1,5,5,2,7.374999839696102,0.9993736657415496,0.0,19533.0,5,1.0,1.0,1.0,0.0,True,,,,,,,"[""finish""]",3.2499999571591616,0.5,"[""read""]",4.12499988253694,0.5,1.0,True,True,True
False,state_answers,2,state-r2-q023-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r2/native-s.request.json']",23,ffea5105b390b3630c2a9cf0e864397570e6909b6b159b5b4a36d3dd149750a6,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.0,2,2,5,2,1.4999999552965164,0.8175744695262777,0.0,9065.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.374999818392098,0.0,"[""search""]",5.874999773688614,0.0,0.25,False,False,True
False,state_answers,2,state-r2-q023-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r2/native-s.request.json']",23,b9ae7135f7d83a597a532f3f41a5c2877d0c5aaf942a365077113416a111a24a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,2,3,5,2,3.0625000298023224,0.9553191309994468,0.1250000670552253,14092.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",1.4999999552965164,0.0,"[""read""]",1.562500074505806,0.5,0.5,True,True,True
False,state_answers,2,state-r2-q023-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r2/native-s.request.json']",23,ee49e1bdb39c36448f84595c7d6abe380b287a94192c499409d3af76eb2b1b0c,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,2,4,5,2,3.062500001862645,0.955319129806856,-0.1249998994171619,9388.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""read""]",3.0625000298023224,0.5,"[""search""]",-2.7939677238464355e-08,0.0,0.75,False,False,False
False,state_answers,2,state-r2-q023-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r2/native-s.request.json']",23,20ced50cbcf1a435c34099330ca141efd5684c05aa0b7e6ec2ebefb35dbad0e6,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1.0,2,5,5,2,7.062500073661795,0.999144099426248,0.1250002650194801,19488.0,5,1.0,1.0,1.0,0.0,True,,,,,,,"[""finish""]",3.062500001862645,0.5,"[""read""]",4.00000007179915,0.5,1.0,True,True,True
False,state_answers,2,state-r3-q023-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-002/qwen-r2/native-s.request.json']",23,9de42e14e4261096188f088b5b68a2482a107b05fa6f70c71ad3ed2efcaa7908,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.0,3,2,5,2,1.437499962747097,0.8080672077750394,0.1250000149011612,9060.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.499999913852662,0.0,"[""search""]",5.937499876599759,0.0,0.25,False,False,True
False,state_answers,2,state-r3-q023-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-003/qwen-r2/native-s.request.json']",23,84a43a4055441959a6dd0c44e51aa419d32881896071412461197ba8a0bdefa9,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,3,3,5,2,0.5000000149011612,0.6224593347036828,-2.9802322387695312e-08,14147.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",1.437499962747097,0.0,"[""read""]",-0.9374999478459358,0.5,0.5,True,True,False
False,state_answers,2,state-r3-q023-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-004/qwen-r2/native-s.request.json']",23,fd47b02256fb774edee92fc01d4f2435ecd7e8887359f9963ec68704d8c42ef9,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,3,4,5,2,3.4999999292194843,0.970687767234724,-4.0978193283081055e-08,9359.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""read""]",0.5000000149011612,0.5,"[""search""]",2.999999914318323,0.0,0.75,False,False,True
False,state_answers,2,state-r3-q023-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/ac90ecc9493c/step-005/qwen-r2/native-s.request.json']",23,58a65cd437d7b2d05c90f127e26605937bfbee1337f6a42112a314f55671b8b9,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1.0,3,5,5,2,4.624999851919711,0.9902915220948488,-1.3224780559539798e-07,19416.0,5,1.0,1.0,1.0,0.0,True,,,,,,,"[""finish""]",3.4999999292194843,0.5,"[""read""]",1.1249999227002263,0.5,1.0,True,True,True
False,state_answers,2,state-r1-q024-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/61627e587dcf/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/61627e587dcf/step-002/qwen-r2/native-s.request.json']",24,0230522322e08f22a28189c5d5c7572171fee12dadce80418eb2a4996f72f693,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.0,1,2,3,2,3.3125000707805157,0.9648551559993518,0.1249999329447746,8960.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-3.1249999590218067,0.0,"[""search""]",6.437500029802322,0.0,0.5,False,False,True
False,state_answers,2,state-r1-q024-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/61627e587dcf/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/61627e587dcf/step-003/qwen-r2/native-s.request.json']",24,0e4de73aa874843048bcf2d46553949f5135d45f96e92f4515b6887be8ee2295,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.5,1,3,3,2,8.874999652602128,0.9998601778757856,-0.2499997566046659,19192.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""finish""]",3.3125000707805157,0.0,"[""read""]",5.562499581821612,0.5,1.0,True,True,True
False,state_answers,2,state-r2-q024-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-002/qwen-r2/native-s.request.json']",24,cc0ff55c63b4eda5238b7779bddb567378c7fa85f7b17ad1aec4a0e91e3f38ee,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.0,2,2,5,2,3.500000085681677,0.9706877716865464,0.0,8982.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-3.1249999590218067,0.0,"[""search""]",6.625000044703484,0.0,0.25,False,False,True
False,state_answers,2,state-r2-q024-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-003/qwen-r2/native-s.request.json']",24,6ee0500f4960925ea9a841dadb580634a1db8d91a6e583de159225ff78ef1a8b,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.5,2,3,5,2,7.062500014726538,0.9991440993758484,0.1249999072169885,19265.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""search""]",3.500000085681677,0.0,"[""read""]",3.5624999290448613,0.5,0.5,True,True,True
False,state_answers,2,state-r2-q024-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-004/qwen-r2/native-s.request.json']",24,eaa9c8e8cbd5fd6947723ea80862b628924ab03a153e0dcb9742e0cbfe0bdff7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.5,2,4,5,2,4.374999820254743,0.9875683469400628,0.0,9319.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""read""]",7.062500014726538,0.5,"[""search""]",-2.687500194471795,0.0,0.75,False,False,False
False,state_answers,2,state-r2-q024-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/61627e587dcf/step-005/qwen-r2/native-s.request.json']",24,4dec683746d7b18d88881be6b79667ab6c54fe0280e783f1bdf422e386ba0f6e,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,1.0,2,5,5,2,5.750000062980689,0.9968273173566984,-2.391170710325241e-07,14379.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""finish""]",4.374999820254743,0.5,"[""read""]",1.375000242725946,0.5,1.0,True,True,True
False,state_answers,2,state-r3-q024-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/61627e587dcf/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/61627e587dcf/step-002/qwen-r2/native-s.request.json']",24,927cccfac5129d968ee22f926d3bf91404a9dc9779dc81ee17b3f1a6b994bcbe,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.0,3,2,3,2,3.5624999748542905,0.9724147170986932,-0.3750001806765795,8997.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-3.187499985098839,0.0,"[""search""]",6.749999959953129,0.0,0.5,False,False,True
False,state_answers,2,state-r3-q024-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/61627e587dcf/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/61627e587dcf/step-003/qwen-r2/native-s.request.json']",24,789ea9bad05d70b545a3ee5e84892278adc2c036fd904378860f76705a889d41,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.5,3,3,3,2,7.875000192085281,0.9996200155582096,0.0,19366.0,5,1.0,1.0,1.0,0.0,True,,,,,,,"[""finish""]",3.5624999748542905,0.0,"[""read""]",4.3125002172309905,0.5,1.0,True,True,True
False,state_answers,2,state-r1-q026-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/2afbe5df89ab/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/2afbe5df89ab/step-002/qwen-r2/native-s.request.json']",26,32db1f7e44a0ae737ae155a9b588e0a8d017ebc7ae78547a901520ea44d76397,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,0.0,1,2,3,2,1.7500000447034836,0.8519528076067262,-0.2500001192092895,9071.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.500000196509063,0.0,"[""search""]",6.250000241212547,0.0,0.5,False,False,True
False,state_answers,2,state-r1-q026-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/2afbe5df89ab/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/2afbe5df89ab/step-003/qwen-r2/native-s.request.json']",26,7868e4b61bb9d01f3e05da8ea89f723596eba73ee3ed93ace31bd08bf684240e,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,1.0,1,3,3,2,7.2499998972634785,0.999290329528042,0.0,24283.0,5,1.0,1.0,1.0,0.0,True,,,,,,,"[""finish""]",1.7500000447034836,0.0,"[""read""]",5.499999852559995,1.0,1.0,True,True,True
False,state_answers,2,state-r2-q026-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/2afbe5df89ab/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/2afbe5df89ab/step-002/qwen-r2/native-s.request.json']",26,30306f17677fee6edcd118f598eedcb912a39d964f773c221e4e7617ec9207d6,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,0.0,2,2,3,2,1.6250000447034836,0.8354835432479661,0.0,9144.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""read""]",-4.500000196509063,0.0,"[""search""]",6.125000241212547,0.0,0.5,False,False,True
