schema_version,gold_definition,question_id,qa_pair_id,question_ordinal,decision_step,decision_state_count,normalized_progress,capture_id,action_tool_names,terminal_trajectory_status,gold_hop_count,covered_hop_count,gold_coverage_r,covered_hop_indices,missing_hop_indices,newly_available_hop_indices,cumulative_read_memory_count,cumulative_read_memory_ids,official_gold_lww_conflicted,final_official_score,final_correct,replica,j_sample_count,j_sufficient_count,j_insufficient_count,j_sufficient_fraction,native_sufficient_likelihood,native_sufficient_logprob,native_insufficient_logprob,native_logit_margin,native_margin_decision
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,7,14,0.5,1789220620005266764-3b19b11fcc43421985bcbc97dd460b4a,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,91,10,0.900990099009901,0.04208772461143651,-3.168184280395508,-0.043184198439121246,-3.1250000819563866,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,7,14,0.5,1789220620005266764-3b19b11fcc43421985bcbc97dd460b4a,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,90,11,0.8910891089108911,0.04208773136999154,-3.168193817138672,-0.04319390282034874,-3.124999914318323,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,8,14,0.5714285714285714,1789220649319487589-813014400c964045b95d07ba6a7c7897,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,88,13,0.8712871287128713,0.08509904616718289,-2.46431040763855,-0.089310422539711,-2.374999985098839,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,8,14,0.5714285714285714,1789220649319487589-813014400c964045b95d07ba6a7c7897,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,90,11,0.8910891089108911,0.08509903746596333,-2.4642696380615234,-0.08926954120397568,-2.3750000968575478,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,9,14,0.6428571428571429,1789220674251916104-13274212fa17497cb3dc66546dc8c572,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,15,86,0.1485148514851485,0.01798621242954328,-4.018284320831299,-0.01828446052968502,-3.999999860301614,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,9,14,0.6428571428571429,1789220674251916104-13274212fa17497cb3dc66546dc8c572,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,20,81,0.19801980198019803,0.01798621407451128,-4.018266201019287,-0.018266433849930763,-3.9999997671693563,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,10,14,0.7142857142857143,1789220692396015665-aeb8062a07dd4dc7baac6a87c5741471,"[""read""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,98,3,0.9702970297029703,0.08509903746596333,-2.4641034603118896,-0.08910336345434189,-2.3750000968575478,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,10,14,0.7142857142857143,1789220692396015665-aeb8062a07dd4dc7baac6a87c5741471,"[""read""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,95,6,0.9405940594059405,0.07585818524437762,-2.5790529251098633,-0.07905299961566925,-2.499999925494194,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,11,14,0.7857142857142857,1789220722996198219-eddddbfe554442a481004baf624efa13,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,98,3,0.9702970297029703,0.0600866447038573,-2.812069892883301,-0.06206979602575302,-2.7500000968575478,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,11,14,0.7857142857142857,1789220722996198219-eddddbfe554442a481004baf624efa13,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.06754669630158146,-2.69504451751709,-0.07004459947347641,-2.6249999180436134,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,12,14,0.8571428571428571,1789220750169349052-5ba48fbf32d64998afa8497b1ad4b128,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,61,40,0.6039603960396039,0.025957355737872837,-3.6513569355010986,-0.026356877759099007,-3.6250000577419996,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,12,14,0.8571428571428571,1789220750169349052-5ba48fbf32d64998afa8497b1ad4b128,"[""search""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,50,51,0.49504950495049505,0.029312230486366882,-3.529816150665283,-0.029816141352057457,-3.5000000093132257,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,13,14,0.9285714285714286,1789221121160561488-46fa7e37c5a04f7683b5f39d032058b1,"[""read""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,33,68,0.32673267326732675,0.14804719427274565,-1.910265564918518,-0.16026553511619568,-1.7500000298023224,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,13,14,0.9285714285714286,1789221121160561488-46fa7e37c5a04f7683b5f39d032058b1,"[""read""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,26,75,0.25742574257425743,0.18242552825126704,-1.7014594078063965,-0.20145943760871887,-1.4999999701976776,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,14,14,1.0,1789221149138807920-733a30855eb740d1bf01dae6dcff891d,"[""finish""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,29,72,0.2871287128712871,0.7057850278370112,-0.34846174716949463,-1.2234617471694946,0.875,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,factconsolidation_mh_262k_no8,8,14,14,1.0,1789221149138807920-733a30855eb740d1bf01dae6dcff891d,"[""finish""]",sufficient,2,1,0.5,[1],[2],[],6,"[""m-edc48416279cf33fce68c421"",""m-621e3928a351e7bbd9e11337"",""m-8988c2999d80d11c33dcaf06"",""m-cbdf6a8153fd22ff0242fee9"",""m-954c540a5962fbc7d01e18bf"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,30,71,0.297029702970297,0.6791786926816161,-0.38688841462135315,-1.1368883848190308,0.7499999701976776,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,1,6,0.16666666666666666,1789220509509257608-a3b1a252a4f244cea888639412420747,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r1,101,98,3,0.9702970297029703,0.008577483758456102,-4.7587714195251465,-0.00877122487872839,-4.750000194646418,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,1,6,0.16666666666666666,1789220509509257608-a3b1a252a4f244cea888639412420747,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r2,101,95,6,0.9405940594059405,0.008577484067331578,-4.75879430770874,-0.00879414938390255,-4.750000158324838,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,2,6,0.3333333333333333,1789220517300594184-f8cd9e7de9d04f80b003b24889f59d9d,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r1,101,101,0,1.0,0.9149009636941993,-0.08896530419588089,-2.46396541595459,2.375000111758709,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,2,6,0.3333333333333333,1789220517300594184-f8cd9e7de9d04f80b003b24889f59d9d,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r2,101,101,0,1.0,0.9241418147556224,-0.07891376316547394,-2.578913688659668,2.499999925494194,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,3,6,0.5,1789220528802703860-015a1216dd724a71ba6fdf744ce66e1a,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],"[1,2]",2,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9525741256443601,-0.04875185713171959,-3.0487518310546875,2.999999973922968,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,3,6,0.5,1789220528802703860-015a1216dd724a71ba6fdf744ce66e1a,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],"[1,2]",2,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.9579122675786775,-0.04313933104276657,-3.1681392192840576,3.124999888241291,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,4,6,0.6666666666666666,1789220543589064376-be2192dabd8846c8bccd1847b134527e,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],2,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9626731153331315,-0.038149282336235046,-3.288149356842041,3.250000074505806,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,4,6,0.6666666666666666,1789220543589064376-be2192dabd8846c8bccd1847b134527e,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],2,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.957912269230769,-0.04309422895312309,-3.1680941581726074,3.1249999292194843,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,5,6,0.8333333333333334,1789220569516542800-3db3e03a62b24aa28aab3b8134aea2fd,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],3,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06"",""m-a1a4edfb7fb9ec1bee215e03""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9988304898412884,-0.0011719746980816126,-6.751172065734863,6.750000091036782,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,5,6,0.8333333333333334,1789220569516542800-3db3e03a62b24aa28aab3b8134aea2fd,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],3,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06"",""m-a1a4edfb7fb9ec1bee215e03""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.9989677687775379,-0.0010344398906454444,-6.876034259796143,6.874999819905497,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,6,6,1.0,1789220593957718089-212a52e663a248b4a4865983ce3ad3b8,"[""finish""]",sufficient,3,3,1.0,"[1,2,3]",[],[3],4,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06"",""m-a1a4edfb7fb9ec1bee215e03"",""m-9775f81addddef3bf5347951""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9997040428291468,-0.00029869386344216764,-8.125298500061035,8.124999806197593,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,factconsolidation_mh_262k_no9,9,6,6,1.0,1789220593957718089-212a52e663a248b4a4865983ce3ad3b8,"[""finish""]",sufficient,3,3,1.0,"[1,2,3]",[],[3],4,"[""m-8e14b81f299884f04aa016ff"",""m-8988c2999d80d11c33dcaf06"",""m-a1a4edfb7fb9ec1bee215e03"",""m-9775f81addddef3bf5347951""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.9997040428291468,-0.00029869386344216764,-8.125298500061035,8.124999806197593,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,1,4,0.25,1789220509564206490-f4260dd3b7004ab98beae1e580f14944,"[""search""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,82,19,0.8118811881188119,0.004609571384557265,-5.379766941070557,-0.004766767844557762,-5.375000173225999,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,1,4,0.25,1789220509564206490-f4260dd3b7004ab98beae1e580f14944,"[""search""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,92,9,0.9108910891089109,0.005220126365796165,-5.2553863525390625,-0.0053864819929003716,-5.249999870546162,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,2,4,0.5,1789220517299983925-49ab6f3ef2ff488eaeadd04b829fd93d,"[""search""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,98,3,0.9702970297029703,0.18242552602881168,-1.7014647722244263,-0.20146478712558746,-1.4999999850988388,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,2,4,0.5,1789220517299983925-49ab6f3ef2ff488eaeadd04b829fd93d,"[""search""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,100,1,0.9900990099009901,0.22270013366638422,-1.5019744634628296,-0.2519744336605072,-1.2500000298023224,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,3,4,0.75,1789220535274987694-6020b41c47f74b34beeef87093c50ae3,"[""read""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,93,8,0.9207920792079208,0.8354835309589073,-0.1797833889722824,-1.8047833442687988,1.6249999552965164,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,3,4,0.75,1789220535274987694-6020b41c47f74b34beeef87093c50ae3,"[""read""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,94,7,0.9306930693069307,0.8354835330070839,-0.17978110909461975,-1.8047810792922974,1.6249999701976776,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,4,4,1.0,1789220575686818771-08974912653f460aaeae1c41c8492017,"[""finish""]",sufficient,4,3,0.75,"[1,2,3]",[4],"[1,2,3]",5,"[""m-8a1ac4543999c1eeeb063bdd"",""m-4b387e35592c018e238fb4ed"",""m-621e3928a351e7bbd9e11337"",""m-7c5d78490bb6e83cf8439922"",""m-954c540a5962fbc7d01e18bf""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9796676449135503,-0.020571796223521233,-3.895571708679199,3.874999912455678,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,10,4,4,1.0,1789220575686818771-08974912653f460aaeae1c41c8492017,"[""finish""]",sufficient,4,3,0.75,"[1,2,3]",[4],"[1,2,3]",5,"[""m-8a1ac4543999c1eeeb063bdd"",""m-4b387e35592c018e238fb4ed"",""m-621e3928a351e7bbd9e11337"",""m-7c5d78490bb6e83cf8439922"",""m-954c540a5962fbc7d01e18bf""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.9796676484753358,-0.02056899480521679,-3.895569086074829,3.8750000912696123,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,1,14,0.07142857142857142,1789220509664771802-3b84fd96f68b4eda9df3b17845e7a691,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r1,101,83,18,0.8217821782178217,0.005911069532106324,-5.131073474884033,-0.006073589902371168,-5.124999884981662,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,1,14,0.07142857142857142,1789220509664771802-3b84fd96f68b4eda9df3b17845e7a691,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r2,101,82,19,0.8118811881188119,0.005911069242060048,-5.131081581115723,-0.006081646773964167,-5.1249999343417585,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,2,14,0.14285714285714285,1789220517305154739-54f63a04eb764ba2841fc4336a3fecdf,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r1,101,101,0,1.0,0.5926665999540697,-0.5231634378433228,-0.8981634378433228,0.375,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,2,14,0.14285714285714285,1789220517305154739-54f63a04eb764ba2841fc4336a3fecdf,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r2,101,100,1,0.9900990099009901,0.6224593382055109,-0.4741126000881195,-0.9741126298904419,0.5000000298023224,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,3,14,0.21428571428571427,1789220535958023642-ddd0e2290b864060b7a6ed5b62674f80,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r1,101,101,0,1.0,0.817574478416099,-0.20146654546260834,-1.7014665603637695,1.5000000149011612,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,3,14,0.21428571428571427,1789220535958023642-ddd0e2290b864060b7a6ed5b62674f80,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],True,0.0,False,qwen-r2,101,101,0,1.0,0.7981867825403176,-0.22546467185020447,-1.6004647016525269,1.3750000298023224,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,4,14,0.2857142857142857,1789220549541537414-aea2e9be5fac45a8b25197569fdbad71,"[""search""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[2],1,"[""m-971985574eb04740c13ad5c1""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.6513548511303336,-0.4289119839668274,-1.0539119243621826,0.6249999403953552,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,4,14,0.2857142857142857,1789220549541537414-aea2e9be5fac45a8b25197569fdbad71,"[""search""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[2],1,"[""m-971985574eb04740c13ad5c1""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.6791787121629466,-0.3870851397514343,-1.137085199356079,0.7500000596046448,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,5,14,0.35714285714285715,1789220562439490645-21f40caf0dc3453eb5f7147308b6d901,"[""read""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[],1,"[""m-971985574eb04740c13ad5c1""]",True,0.0,False,qwen-r1,101,96,5,0.9504950495049505,0.4378234991142019,-0.8261802196502686,-0.5761802196502686,-0.25,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,5,14,0.35714285714285715,1789220562439490645-21f40caf0dc3453eb5f7147308b6d901,"[""read""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[],1,"[""m-971985574eb04740c13ad5c1""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.4378234991142019,-0.826215922832489,-0.576215922832489,-0.25,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,6,14,0.42857142857142855,1789220575697427830-585d883868d84acfb923230e413a2d4d,"[""search""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[],2,"[""m-971985574eb04740c13ad5c1"",""m-621e3928a351e7bbd9e11337""]",True,0.0,False,qwen-r1,101,86,15,0.8514851485148515,0.14804719239327382,-1.910593867301941,-0.16059382259845734,-1.7500000447034836,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,6,14,0.42857142857142855,1789220575697427830-585d883868d84acfb923230e413a2d4d,"[""search""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[],2,"[""m-971985574eb04740c13ad5c1"",""m-621e3928a351e7bbd9e11337""]",True,0.0,False,qwen-r2,101,91,10,0.900990099009901,0.1645164608483867,-1.805096983909607,-0.18009696900844574,-1.6250000149011612,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,11,7,14,0.5,1789220584162331499-34ac670effc64406aa815436fa6bc737,"[""search""]",sufficient,3,1,0.3333333333333333,[2],"[1,3]",[],2,"[""m-971985574eb04740c13ad5c1"",""m-621e3928a351e7bbd9e11337""]",True,0.0,False,qwen-r1,101,100,1,0.9900990099009901,0.11920292515117029,-2.127199411392212,-0.1271994411945343,-1.9999999701976776,insufficient
